targets,inputs,length
no, Q: A coin is heads up. Katie-mae does not flip the coin.  Lottie-rose does not flip the coin.  Edda flips the coin.  Leryn flips the coin.  Svante flips the coin.  Kianti flips the coin.  Kadrian flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Anunciacin flips the coin.  Didzis does not flip the coin.  Rosiane does not flip the coin.  Galbraith does not flip the coin.  Lanorris flips the coin.  Aoibhi flips the coin.  Pleasants does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jimisha does not flip the coin.  Antavius flips the coin.  Leontīna flips the coin.  Quattlebaum flips the coin.  Maireli flips the coin.  Julijus flips the coin.  Appolonia flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Zared does not flip the coin.  Katie-jayne flips the coin.  Sellapah flips the coin.  Renli does not flip the coin.  Dannylee does not flip the coin.  Selle does not flip the coin.  Durden flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Verenda flips the coin.  Vandna flips the coin.  Gagger flips the coin.  Cheribin does not flip the coin.  Kaelyn does not flip the coin.  Cristoval flips the coin.  Kassim does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Brantson flips the coin.  Parkinson flips the coin.  Childs does not flip the coin.  Zebulon flips the coin.  Laruen does not flip the coin.  Manali flips the coin.  Butrus does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Extine does not flip the coin.  Hawraa flips the coin.  Jameire flips the coin.  Doninique flips the coin.  Taryah flips the coin.  Jataya flips the coin.  Kjersten does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Hayati flips the coin.  Jinnie does not flip the coin.  Quanda flips the coin.  Chloee flips the coin.  Zakyrie flips the coin.  Joviana does not flip the coin.  Rilynne does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Hrihaan flips the coin.  Altagracia flips the coin.  Eliane flips the coin.  Naydeline flips the coin.  Jolyne does not flip the coin.  Henriquez-hernandez flips the coin.  Hiroe does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Raymod does not flip the coin.  Harvans flips the coin.  Herrara flips the coin.  Royals does not flip the coin.  Mcguire does not flip the coin.  Grasmick flips the coin.  Shanaria does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Shirleen flips the coin.  Shrithik does not flip the coin.  Josaphat flips the coin.  Nyhagen flips the coin.  Vivyanna does not flip the coin.  Hamideh flips the coin.  Odeal flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jerkins does not flip the coin.  Benjemin does not flip the coin.  Selsor flips the coin.  Aishah flips the coin.  Runk does not flip the coin.  Korin does not flip the coin.  Ginell does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Subiksha does not flip the coin.  Alexxandra does not flip the coin.  Corleen flips the coin.  Kolesyn does not flip the coin.  Oluwatishe flips the coin.  Cassada does not flip the coin.  Bachit does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Harlynn flips the coin.  Nanja does not flip the coin.  Jaalyn does not flip the coin.  Lynora flips the coin.  Makayln flips the coin.  Turoff flips the coin.  Mcleish flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Keyshla does not flip the coin.  Loyalty flips the coin.  Pacheco-aponte does not flip the coin.  Leller flips the coin.  Tuyetnhi flips the coin.  Wietse flips the coin.  Marnesha does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Shmejha does not flip the coin.  Datreon flips the coin.  Chazton flips the coin.  Kovacev does not flip the coin.  Johnson/phenoexousiazo does not flip the coin.  Maiju flips the coin.  Alajiah does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Floeter does not flip the coin.  Anferny does not flip the coin.  Nazareth does not flip the coin.  Earle does not flip the coin.  Inri flips the coin.  Artiom does not flip the coin.  Almaraz-gomez does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Amyracle flips the coin.  Manzanas does not flip the coin.  Shwan flips the coin.  Benny-lee flips the coin.  Sill flips the coin.  Lidea does not flip the coin.  Elephus flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Keivon flips the coin.  Osazee does not flip the coin.  Retisha flips the coin.  Talayna flips the coin.  Maibach does not flip the coin.  Dudley flips the coin.  Clearman does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ellyana flips the coin.  Kimaka does not flip the coin.  Cília does not flip the coin.  Drayk flips the coin.  Chloejane does not flip the coin.  Kiyoto does not flip the coin.  Thienlong does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ashutosh flips the coin.  Keylee does not flip the coin.  Chastidy does not flip the coin.  Penka flips the coin.  Zacari flips the coin.  Raynelle flips the coin.  Geronda does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Siever flips the coin.  Maryeli flips the coin.  Vilis flips the coin.  Elizabth does not flip the coin.  Clestine does not flip the coin.  Readon flips the coin.  Roye does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kirkby does not flip the coin.  Altherr flips the coin.  Makayla-jane flips the coin.  Ortiz-olivo flips the coin.  Tolgahan flips the coin.  Gowans does not flip the coin.  Altan does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Tawqir does not flip the coin.  Shermaine flips the coin.  Eudoxia does not flip the coin.  Tabish does not flip the coin.  Tomasino flips the coin.  Alejos does not flip the coin.  Günter does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Nayard flips the coin.  Aafi flips the coin.  Mahiya does not flip the coin.  Raychael does not flip the coin.  Ludie does not flip the coin.  Caymon does not flip the coin.  Melandie does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Therald flips the coin.  Patriks does not flip the coin.  Maingrette flips the coin.  Dirkjan does not flip the coin.  Kendarius does not flip the coin.  Rasheedat does not flip the coin.  Wynesha flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Miqueo flips the coin.  Grigol does not flip the coin.  Māra flips the coin.  Ameerah does not flip the coin.  Beyah does not flip the coin.  Blossie flips the coin.  Moctar does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Symarah flips the coin.  Freddy does not flip the coin.  Roban flips the coin.  Juarez-alvarez flips the coin.  Reuel does not flip the coin.  Jeffren flips the coin.  Angeliq does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Uliya does not flip the coin.  Zeldia does not flip the coin.  Snowden does not flip the coin.  Zolie does not flip the coin.  Thessalia flips the coin.  Luellar does not flip the coin.  Shimala does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Sedra does not flip the coin.  Lizotte does not flip the coin.  Jaruis flips the coin.  Ronzino does not flip the coin.  Tavin flips the coin.  Agila does not flip the coin.  Yahia flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Adyson does not flip the coin.  Malauni flips the coin.  Abbie flips the coin.  Oluwatomiwa does not flip the coin.  Atossa does not flip the coin.  Hoffer flips the coin.  Tinslie flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Dingeman flips the coin.  Xzayden does not flip the coin.  Aaro flips the coin.  Yahia does not flip the coin.  Tia flips the coin.  Martinque does not flip the coin.  Armīns flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Pauline flips the coin.  Nubaid flips the coin.  Shatonia flips the coin.  Rovner does not flip the coin.  Lutrica flips the coin.  Monikia does not flip the coin.  Tanney flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dabriel does not flip the coin.  Lenoard does not flip the coin.  Latigra does not flip the coin.  Sorica flips the coin.  Hrinda flips the coin.  Shyrl flips the coin.  Pacificas does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Cains does not flip the coin.  Valton flips the coin.  Eartha flips the coin.  Brage flips the coin.  Priam flips the coin.  Latham flips the coin.  Trissie does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Jnyia flips the coin.  Anemone flips the coin.  Gülsün does not flip the coin.  Jayziel flips the coin.  Svanbjörn flips the coin.  Leonah flips the coin.  Jerzey does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Dillen flips the coin.  Yehudah does not flip the coin.  Tobyn does not flip the coin.  Tālivaldis flips the coin.  Detjon does not flip the coin.  Ashli flips the coin.  Mankirat does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Shuntay flips the coin.  Durrance flips the coin.  Pfeifer does not flip the coin.  Raylie flips the coin.  Monyca does not flip the coin.  Otília does not flip the coin.  Mobin does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Nikkei flips the coin.  Lationa flips the coin.  Januka flips the coin.  Leanora flips the coin.  Subham does not flip the coin.  Sofiana flips the coin.  Diaana does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Naite does not flip the coin.  Khadedra does not flip the coin.  Safford does not flip the coin.  Harleen does not flip the coin.  Wladyslaw does not flip the coin.  Nevaiah does not flip the coin.  Leroni flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Oanh flips the coin.  Paradies flips the coin.  Jochebed does not flip the coin.  Lesane does not flip the coin.  Már does not flip the coin.  Orletta flips the coin.  Beshore does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Hadlie flips the coin.  Cidney flips the coin.  Preslie flips the coin.  Bompartito does not flip the coin.  Binz flips the coin.  Dawes flips the coin.  Shihab does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Brooklan does not flip the coin.  Alisée does not flip the coin.  Eua flips the coin.  Gilileo does not flip the coin.  Brizendine does not flip the coin.  Ronisue flips the coin.  Thyme flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Raglin flips the coin.  Ayala-gonzalez flips the coin.  Cyrina flips the coin.  Talaia does not flip the coin.  Umay flips the coin.  Oluwafunmilola flips the coin.  Romani flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Lamarea does not flip the coin.  Britainy flips the coin.  Jobita does not flip the coin.  Nortrud flips the coin.  Thambimuthu does not flip the coin.  Everitt flips the coin.  Rakipe does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Evtimiya does not flip the coin.  Marlaina does not flip the coin.  Cleodell does not flip the coin.  Caithlin flips the coin.  Dezmand flips the coin.  Alph does not flip the coin.  Jhumki does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Mathian does not flip the coin.  Lenosh flips the coin.  Dniah does not flip the coin.  Rentas-rivera does not flip the coin.  Jedthus flips the coin.  Ogooluwakitan does not flip the coin.  Oerts flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ragle flips the coin.  Secia does not flip the coin.  Crystalle flips the coin.  Jolie-amber does not flip the coin.  Arqile does not flip the coin.  Takhi flips the coin.  Kaibree flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Kaleea flips the coin.  Jess-jai does not flip the coin.  Duboise flips the coin.  Olman does not flip the coin.  Elianie does not flip the coin.  Cina flips the coin.  Lipson does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Jerrilynn does not flip the coin.  Riyazuddin does not flip the coin.  Intisar flips the coin.  Teeghan does not flip the coin.  Sinead does not flip the coin.  Nyjae flips the coin.  Paquita flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Neldo does not flip the coin.  Natn does not flip the coin.  Emett flips the coin.  Dyvon does not flip the coin.  Sophia-grace flips the coin.  Ayşenur flips the coin.  Josephine-janet does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kameel flips the coin.  Michaya does not flip the coin.  Hifzah flips the coin.  Jhalin flips the coin.  Theocharis flips the coin.  Dorsett does not flip the coin.  Aujanae does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Seota flips the coin.  Joshua-david flips the coin.  Vitas does not flip the coin.  Arinn does not flip the coin.  Markiee flips the coin.  Arretta flips the coin.  Sumathy does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Ohmer does not flip the coin.  Rechy flips the coin.  Zylar flips the coin.  Déborah flips the coin.  Malchus flips the coin.  Kelham flips the coin.  Laila-marie flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Lembi flips the coin.  Morico flips the coin.  Tamannah flips the coin.  Buffey flips the coin.  Izzaiah flips the coin.  Bruan flips the coin.  Güler does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Shanaye flips the coin.  Hrishik does not flip the coin.  Theia flips the coin.  Cindra flips the coin.  Michaeu does not flip the coin.  Ellie-grace flips the coin.  Lattimore flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Adna flips the coin.  Meyers flips the coin.  Reeda does not flip the coin.  Raeanah does not flip the coin.  Emmaneul flips the coin.  Nikson does not flip the coin.  Keniqua flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Nicolasa flips the coin.  Riobna flips the coin.  Lamiaa flips the coin.  Vratislava does not flip the coin.  Arleaner does not flip the coin.  Zainuddin flips the coin.  Berkman flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chanea does not flip the coin.  Loudella does not flip the coin.  Darsie does not flip the coin.  Winrich flips the coin.  Dariella does not flip the coin.  Shaneisha flips the coin.  Azzahra flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Templas does not flip the coin.  Catia flips the coin.  Nuvraj does not flip the coin.  Ralee does not flip the coin.  Nikula does not flip the coin.  Arazeli does not flip the coin.  Pranaya flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Keathan flips the coin.  Boluwaduro does not flip the coin.  Aylynn flips the coin.  Seren-louise does not flip the coin.  Aariah does not flip the coin.  Tiffonie flips the coin.  Charpentier flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chapell flips the coin.  Jayotli flips the coin.  Teodorica does not flip the coin.  Avonell does not flip the coin.  Avenlea flips the coin.  Sharome does not flip the coin.  Audri does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Pecolia does not flip the coin.  Cyane does not flip the coin.  Agilbert does not flip the coin.  Harshvardhan flips the coin.  Cruson flips the coin.  Brockston flips the coin.  Remi-leigh flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Diptarka does not flip the coin.  Dawanda flips the coin.  Diggory does not flip the coin.  Sofka does not flip the coin.  Ludivino does not flip the coin.  Archie-lee does not flip the coin.  Rivky does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Kaliegh does not flip the coin.  Elvijs flips the coin.  Ilio flips the coin.  Ariiana does not flip the coin.  Kahniyah does not flip the coin.  Sheveal does not flip the coin.  Minnie does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Almetra flips the coin.  Jaheed flips the coin.  Jimenez-jimenez does not flip the coin.  Filloreta does not flip the coin.  Mirjami flips the coin.  Boutis does not flip the coin.  Yasheca flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Denney flips the coin.  Seras flips the coin.  Yuheng flips the coin.  Felizia flips the coin.  Kolton does not flip the coin.  Madelien flips the coin.  Meygan does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Warna does not flip the coin.  Riqui does not flip the coin.  Escar flips the coin.  Uzi does not flip the coin.  Sulieman flips the coin.  Janlyn flips the coin.  Kathyria flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Mijarez does not flip the coin.  Argyll-sutherland does not flip the coin.  Jammar does not flip the coin.  Tashira flips the coin.  Selvyn does not flip the coin.  Yomar does not flip the coin.  Veranda does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Alarich does not flip the coin.  Kellsi does not flip the coin.  Jannely does not flip the coin.  Jenesha does not flip the coin.  Izobelle does not flip the coin.  Anshumaan flips the coin.  Bridjette flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Deravil does not flip the coin.  Arwen flips the coin.  Cordelie flips the coin.  Shivi flips the coin.  Nekeda does not flip the coin.  Madore does not flip the coin.  Fackelman does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Marjon flips the coin.  Dniyah does not flip the coin.  Shequanda does not flip the coin.  Zviya does not flip the coin.  Libya flips the coin.  Inya does not flip the coin.  Ayriauna flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Khalyn does not flip the coin.  Analexis flips the coin.  Maxon flips the coin.  Santana-grajales flips the coin.  Calijah does not flip the coin.  Cruciano flips the coin.  Katielee does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Lisanne does not flip the coin.  Aiedan flips the coin.  Ismeta does not flip the coin.  Nihit flips the coin.  Brysen flips the coin.  Rainmund flips the coin.  Silia does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Daubert does not flip the coin.  Swor does not flip the coin.  Olly-jay flips the coin.  Handan does not flip the coin.  Roede does not flip the coin.  Inza does not flip the coin.  Tamzen does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Woodard flips the coin.  Menyon does not flip the coin.  Kceon does not flip the coin.  Juelian does not flip the coin.  Runyon does not flip the coin.  Maellys flips the coin.  Kymar flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Javionna does not flip the coin.  Camille does not flip the coin.  Deng does not flip the coin.  Beybut does not flip the coin.  Ghobad flips the coin.  Soble does not flip the coin.  Devia flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Naszir does not flip the coin.  Lohgan flips the coin.  Karter flips the coin.  Ferriel flips the coin.  Rajeswary does not flip the coin.  Arafa flips the coin.  Engelbert does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Godbeare flips the coin.  Gent flips the coin.  Leighdon does not flip the coin.  Danise does not flip the coin.  Tobiloluwa does not flip the coin.  Alberica does not flip the coin.  Oberly flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Amrou does not flip the coin.  Charday flips the coin.  Kenzie-mae does not flip the coin.  Ringer does not flip the coin.  Zecharya does not flip the coin.  Reeves does not flip the coin.  Feune does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Malyk does not flip the coin.  Nijesh flips the coin.  Maxston does not flip the coin.  Regenna flips the coin.  Liem flips the coin.  Lajoia does not flip the coin.  Allida flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Pornsak flips the coin.  Kwaun flips the coin.  Lameese does not flip the coin.  Eily flips the coin.  Halvard does not flip the coin.  Sheryln does not flip the coin.  Dysha does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Gülderen does not flip the coin.  Kamirah flips the coin.  Etown flips the coin.  Deryan does not flip the coin.  Khristi does not flip the coin.  Haizlee does not flip the coin.  Bernadeta flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Morado does not flip the coin.  Conka flips the coin.  Mubariz flips the coin.  Narjess does not flip the coin.  Cyron flips the coin.  Gotzon flips the coin.  Kayla-marie flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Ansel does not flip the coin.  Neyha flips the coin.  Bujare does not flip the coin.  Ozcan flips the coin.  Icess flips the coin.  Rumjana does not flip the coin.  Carmeleta does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Zimmer flips the coin.  Dnaya flips the coin.  Fabregas does not flip the coin.  Annlouise does not flip the coin.  Luu does not flip the coin.  Cahan does not flip the coin.  Tatem does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Walee does not flip the coin.  Gurucharan does not flip the coin.  Brickhouse flips the coin.  Adrena flips the coin.  Bonnita does not flip the coin.  Henritta does not flip the coin.  Corvina flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Zachais flips the coin.  Rafa flips the coin.  Gromme does not flip the coin.  Dismore does not flip the coin.  Naudica flips the coin.  Yaciel flips the coin.  Ladacia does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Leverna flips the coin.  Jhamal does not flip the coin.  Alrick flips the coin.  Eliazer flips the coin.  Hoffstetter flips the coin.  Labruna does not flip the coin.  Eashen does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Simar flips the coin.  Jer flips the coin.  Duthie does not flip the coin.  Leamber flips the coin.  Rizas flips the coin.  Kaiceon flips the coin.  Zhivko does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Charley-jade does not flip the coin.  Rodriguez-lara flips the coin.  Sherrey does not flip the coin.  Bailie does not flip the coin.  Vigfús does not flip the coin.  Steinn does not flip the coin.  Jevontay flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Khmbriel does not flip the coin.  Elvester flips the coin.  Karnail does not flip the coin.  Hilke does not flip the coin.  Infantgirl does not flip the coin.  Aquilar does not flip the coin.  Colvin does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Amaurie does not flip the coin.  Stanna does not flip the coin.  Sadarion does not flip the coin.  Allistir does not flip the coin.  Castara flips the coin.  Koria does not flip the coin.  Hammonds flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jhosmar flips the coin.  Justinrobert flips the coin.  Marcellene does not flip the coin.  Gunthard does not flip the coin.  Tarel flips the coin.  Gabryell does not flip the coin.  Zakyriah flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jaimya does not flip the coin.  Eliandra does not flip the coin.  Sevyn does not flip the coin.  Araldo does not flip the coin.  Estelene does not flip the coin.  Shrinidhi does not flip the coin.  Salaidh does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Maleekah does not flip the coin.  Oprisan does not flip the coin.  Tunny does not flip the coin.  Crosen does not flip the coin.  Joskar flips the coin.  Shiheim does not flip the coin.  Pallie flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Mvelo does not flip the coin.  Juwairia flips the coin.  Gresa does not flip the coin.  Malonna flips the coin.  Pavolini flips the coin.  Kaylii does not flip the coin.  Andelina does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Mchellon flips the coin.  Cordarrel does not flip the coin.  Cirra flips the coin.  Xsavior does not flip the coin.  Hendrien does not flip the coin.  Mirrim flips the coin.  Valme does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Sakker flips the coin.  Tyzen flips the coin.  Noorjhan does not flip the coin.  Talasha flips the coin.  Sieanna does not flip the coin.  Vira does not flip the coin.  Chenique does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Evalia does not flip the coin.  Heriona flips the coin.  Thormod flips the coin.  Shaylea does not flip the coin.  Barbaraa does not flip the coin.  Huibert flips the coin.  Micajah flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Dorwell does not flip the coin.  Sudesh flips the coin.  Vora flips the coin.  Chinwike flips the coin.  Rothana does not flip the coin.  Areece does not flip the coin.  Dharmendr flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Nirmla does not flip the coin.  Lananh does not flip the coin.  Sul does not flip the coin.  Shiny does not flip the coin.  Gaverne does not flip the coin.  Eliyanah does not flip the coin.  Keymon flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Tinisha does not flip the coin.  Sherly does not flip the coin.  Guénaëlle does not flip the coin.  Quazar flips the coin.  Jacovian flips the coin.  Marrero flips the coin.  Edmunds does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Cillin does not flip the coin.  Trygg flips the coin.  Suljo flips the coin.  Atzi flips the coin.  Oder does not flip the coin.  Elery does not flip the coin.  Sumeka does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Holsted flips the coin.  Knauber does not flip the coin.  Mikya does not flip the coin.  Trevious does not flip the coin.  Jonnae flips the coin.  Antinarelli flips the coin.  Chakita does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Layanna flips the coin.  Tahjir does not flip the coin.  Betel does not flip the coin.  Andella does not flip the coin.  Nathanyel does not flip the coin.  Ahmiracle flips the coin.  Nakash flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Telly flips the coin.  Ihab flips the coin.  Anželika flips the coin.  Allisia does not flip the coin.  Jiun flips the coin.  Charlene does not flip the coin.  Sowmiya flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Laterrius does not flip the coin.  Gourdon does not flip the coin.  Cawthon flips the coin.  Ketta does not flip the coin.  Wanakee does not flip the coin.  Mariëlle flips the coin.  Aavya flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Wieland flips the coin.  Kayleigh-may flips the coin.  Langa does not flip the coin.  Jazlin does not flip the coin.  Margan flips the coin.  Yseult flips the coin.  Quratulain flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Johnpaul flips the coin.  Donohoe does not flip the coin.  Zeliha does not flip the coin.  Arsema flips the coin.  Anon flips the coin.  Adriean does not flip the coin.  Nazyah does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Chryl flips the coin.  Sbeidy does not flip the coin.  Merlina flips the coin.  Xzander does not flip the coin.  Miholics flips the coin.  Taniha flips the coin.  Blease flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Scholastica flips the coin.  Dufault flips the coin.  Jermarcus does not flip the coin.  Haroutium does not flip the coin.  Londonn does not flip the coin.  Suppiah does not flip the coin.  Kashaan flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Syle does not flip the coin.  Hoelscher does not flip the coin.  Dürdane does not flip the coin.  Candelo flips the coin.  Otílio does not flip the coin.  Evyan does not flip the coin.  Mariaisabel does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Marquisha flips the coin.  Berkli does not flip the coin.  Kilian flips the coin.  Kaliana does not flip the coin.  Ryan-ray flips the coin.  Sepp does not flip the coin.  Shanella does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Wolfgang flips the coin.  Duwana flips the coin.  Wessie flips the coin.  Keahi flips the coin.  Lamera does not flip the coin.  Krystn does not flip the coin.  Nonia flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Tauni flips the coin.  Maci-jai flips the coin.  Sharilee does not flip the coin.  Jontre does not flip the coin.  Guindin does not flip the coin.  Gradin flips the coin.  Feona flips the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Verzhinia flips the coin.  Connla does not flip the coin.  Serikzhan flips the coin.  Kaileia flips the coin.  Hriti flips the coin.  Alwaleed does not flip the coin.  Thilde flips the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Jaelithe flips the coin.  Spiru flips the coin.  Aeara flips the coin.  Leilane flips the coin.  Robleh flips the coin.  Cierria flips the coin.  Mirle does not flip the coin.  Is the coin still heads up? ,7
no, Q: A coin is heads up. Lionel does not flip the coin.  Julliana does not flip the coin.  Brayden-lee does not flip the coin.  Emory does not flip the coin.  Ascher flips the coin.  Anagabriela does not flip the coin.  Ishya does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Thornberry does not flip the coin.  Donza flips the coin.  Sheny does not flip the coin.  Rosilee does not flip the coin.  Kelsie-rose does not flip the coin.  Garlene flips the coin.  Tempel does not flip the coin.  Is the coin still heads up? ,7
yes, Q: A coin is heads up. Welker does not flip the coin.  Vahid does not flip the coin.  Tia-rae does not flip the coin.  Daha flips the coin.  Sergii flips the coin.  Tyrease flips the coin.  Esley flips the coin.  Is the coin still heads up? ,7
